x,y
0.294118,0.195962
0.294118,0.667664
0.294118,0.744628
0.294118,2.4182
0.294118,2.48012
0.294118,2.55611
0.294118,2.68351
0.294118,2.6893
0.352941,-2.65238
0.352941,-2.54178
0.352941,-2.40492
0.352941,-2.39525
0.352941,-2.21897
0.352941,-1.97314
0.352941,-0.374642
0.352941,-0.17237
0.352941,0.0487932
0.352941,0.114369
0.352941,0.383958
0.352941,1.97074
0.352941,2.23653
0.352941,2.33678
0.352941,2.46421
0.352941,2.52386
0.352941,2.6542
0.352941,-2.65331
0.352941,-2.53415
0.352941,-2.44238
0.352941,-2.35767
0.352941,-2.22694
0.352941,-1.97193
0.352941,-0.379502
0.352941,-0.149847
0.352941,3.36372e-09
0.352941,0.149847
0.352941,0.379502
0.352941,1.97193
0.352941,2.22694
0.352941,2.35767
0.352941,2.44238
0.352941,2.53415
0.352941,2.65331
0.352941,-2.6542
0.352941,-2.52386
0.352941,-2.46421
0.352941,-2.33678
0.352941,-2.23653
0.352941,-1.97074
0.352941,-0.383958
0.352941,-0.114369
0.352941,-0.0487932
0.352941,0.17237
0.352941,0.374642
0.352941,1.97314
0.352941,2.21897
0.352941,2.39525
0.352941,2.40492
0.352941,2.54178
0.352941,2.65238
0.411765,-2.58334
0.411765,-2.55424
0.411765,-2.4789
0.411765,-2.16194
0.411765,-1.89182
0.411765,-1.87316
0.411765,-1.70021
0.411765,-0.0766668
0.411765,0.0205178
0.411765,0.0560082
0.411765,1.7184
0.411765,1.80446
0.411765,1.95466
0.411765,2.14599
0.411765,2.50353
0.411765,2.52372
0.411765,2.59301
0.411765,-2.5891
0.411765,-2.54112
0.411765,-2.48817
0.411765,-2.15428
0.411765,-1.93271
0.411765,-1.83023
0.411765,-1.70807
0.411765,-0.0686864
0.411765,-2.32982e-09
0.411765,0.0686864
0.411765,1.70807
0.411765,1.83023
0.411765,1.93271
0.411765,2.15428
0.411765,2.48817
0.411765,2.54112
0.411765,2.5891
0.411765,-2.59301
0.411765,-2.52372
0.411765,-2.50353
0.411765,-2.14599
0.411765,-1.95466
0.411765,-1.80446
0.411765,-1.7184
0.411765,-0.0560082
0.411765,-0.0205178
0.411765,0.0766668
0.411765,1.70021
0.411765,1.87316
0.411765,1.89182
0.411765,2.16194
0.411765,2.4789
0.411765,2.55424
0.411765,2.58334
0.470588,-2.70743
0.470588,-2.47515
0.470588,-2.2594
0.470588,-2.13724
0.470588,-1.9294
0.470588,-1.83992
0.470588,-1.55439
0.470588,-1.16052
0.470588,9.31654e-05
0.470588,1.15887
0.470588,1.56688
0.470588,1.78849
0.470588,2.03146
0.470588,2.05707
0.470588,2.28084
0.470588,2.47214
0.470588,2.7076
0.470588,-2.70744
0.470588,-2.47501
0.470588,-2.26066
0.470588,-2.13462
0.470588,-1.9341
0.470588,-1.83624
0.470588,-1.55494
0.470588,-1.16044
0.470588,8.42689e-05
0.470588,1.15895
0.470588,1.56624
0.470588,1.79037
0.470588,2.02066
0.470588,2.06727
0.470588,2.27998
0.470588,2.47228
0.470588,2.70759
0.470588,-2.70744
0.470588,-2.47487
0.470588,-2.26188
0.470588,-2.132
0.470588,-1.93856
0.470588,-1.83283
0.470588,-1.5555
0.470588,-1.16036
0.470588,7.53724e-05
0.470588,1.15903
0.470588,1.5656
0.470588,1.79229
0.470588,2.01316
0.470588,2.07416
0.470588,2.27911
0.470588,2.47243
0.470588,2.70759
0.470588,-2.70746
0.470588,-2.47464
0.470588,-2.2638
0.470588,-2.1277
0.470588,-1.94543
0.470588,-1.82775
0.470588,-1.55641
0.470588,-1.16023
0.470588,6.09775e-05
0.470588,1.15916
0.470588,1.56457
0.470588,1.79544
0.470588,2.00347
0.470588,2.08281
0.470588,2.27767
0.470588,2.47267
0.470588,2.70757
0.470588,-2.70747
0.470588,-2.4745
0.470588,-2.26494
0.470588,-2.12501
0.470588,-1.94953
0.470588,-1.82484
0.470588,-1.55698
0.470588,-1.16015
0.470588,5.2081e-05
0.470588,1.15923
0.470588,1.56395
0.470588,1.79744
0.470588,1.99827
0.470588,2.08733
0.470588,2.27677
0.470588,2.47282
0.470588,2.70756
0.470588,-2.70749
0.470588,-2.47413
0.470588,-2.26782
0.470588,-2.11777
0.470588,-1.95996
0.470588,-1.8178
0.470588,-1.55849
0.470588,-1.15995
0.470588,2.87897e-05
0.470588,1.15944
0.470588,1.56234
0.470588,1.80285
0.470588,1.98617
0.470588,2.09751
0.470588,2.27433
0.470588,2.4732
0.470588,2.70754
0.470588,-2.70749
0.470588,-2.47418
0.470588,-2.26741
0.470588,-2.11885
0.470588,-1.95846
0.470588,-1.81878
0.470588,-1.55827
0.470588,-1.15998
0.470588,3.21878e-05
0.470588,1.15941
0.470588,1.56257
0.470588,1.80204
0.470588,1.98784
0.470588,2.09614
0.470588,2.27469
0.470588,2.47314
0.470588,2.70755
0.470588,-2.70749
0.470588,-2.47404
0.470588,-2.26848
0.470588,-2.11601
0.470588,-1.9624
0.470588,-1.81625
0.470588,-1.55885
0.470588,-1.1599
0.470588,2.32913e-05
0.470588,1.15949
0.470588,1.56196
0.470588,1.80417
0.470588,1.98352
0.470588,2.09968
0.470588,2.27374
0.470588,2.47329
0.470588,2.70754
0.470588,-2.70752
0.470588,-2.47367
0.470588,-2.27117
0.470588,-2.10822
0.470588,-1.97276
0.470588,-1.80999
0.470588,-1.56039
0.470588,-1.15969
0.470588,-2.41587e-11
0.470588,1.15969
0.470588,1.56039
0.470588,1.80999
0.470588,1.97276
0.470588,2.10822
0.470588,2.27117
0.470588,2.47367
0.470588,2.70752
0.470588,-2.70754
0.470588,-2.4732
0.470588,-2.27433
0.470588,-2.09751
0.470588,-1.98617
0.470588,-1.80285
0.470588,-1.56234
0.470588,-1.15944
0.470588,-2.87897e-05
0.470588,1.15995
0.470588,1.55849
0.470588,1.8178
0.470588,1.95996
0.470588,2.11777
0.470588,2.26782
0.470588,2.47413
0.470588,2.70749
0.470588,-2.70751
0.470588,-2.47381
0.470588,-2.27016
0.470588,-2.11126
0.470588,-1.96878
0.470588,-1.81232
0.470588,-1.5598
0.470588,-1.15977
0.470588,8.89648e-06
0.470588,1.15961
0.470588,1.56099
0.470588,1.80772
0.470588,1.9768
0.470588,2.10506
0.470588,2.27217
0.470588,2.47352
0.470588,2.70752
0.470588,-2.70752
0.470588,-2.47367
0.470588,-2.27117
0.470588,-2.10822
0.470588,-1.97276
0.470588,-1.80999
0.470588,-1.56039
0.470588,-1.15969
0.470588,-2.2696e-11
0.470588,1.15969
0.470588,1.56039
0.470588,1.80999
0.470588,1.97276
0.470588,2.10822
0.470588,2.27117
0.470588,2.47367
0.470588,2.70752
0.470588,-2.70754
0.470588,-2.47329
0.470588,-2.27374
0.470588,-2.09968
0.470588,-1.98352
0.470588,-1.80417
0.470588,-1.56196
0.470588,-1.15949
0.470588,-2.32914e-05
0.470588,1.1599
0.470588,1.55885
0.470588,1.81625
0.470588,1.9624
0.470588,2.11601
0.470588,2.26848
0.470588,2.47404
0.470588,2.70749
0.470588,-2.70756
0.470588,-2.47282
0.470588,-2.27677
0.470588,-2.08733
0.470588,-1.99827
0.470588,-1.79744
0.470588,-1.56395
0.470588,-1.15923
0.470588,-5.20811e-05
0.470588,1.16015
0.470588,1.55698
0.470588,1.82484
0.470588,1.94953
0.470588,2.12501
0.470588,2.26494
0.470588,2.4745
0.470588,2.70747
0.470588,-2.70759
0.470588,-2.47243
0.470588,-2.27911
0.470588,-2.07416
0.470588,-2.01316
0.470588,-1.79229
0.470588,-1.5656
0.470588,-1.15903
0.470588,-7.53724e-05
0.470588,1.16036
0.470588,1.5555
0.470588,1.83283
0.470588,1.93856
0.470588,2.132
0.470588,2.26188
0.470588,2.47487
0.470588,2.70744
0.470588,-2.70752
0.470588,-2.47367
0.470588,-2.27117
0.470588,-2.10822
0.470588,-1.97276
0.470588,-1.80999
0.470588,-1.56039
0.470588,-1.15969
0.470588,-1.33827e-11
0.470588,1.15969
0.470588,1.56039
0.470588,1.80999
0.470588,1.97276
0.470588,2.10822
0.470588,2.27117
0.470588,2.47367
0.470588,2.70752
0.470588,-2.70752
0.470588,-2.47352
0.470588,-2.27217
0.470588,-2.10506
0.470588,-1.9768
0.470588,-1.80772
0.470588,-1.56099
0.470588,-1.15961
0.470588,-8.89652e-06
0.470588,1.15977
0.470588,1.5598
0.470588,1.81232
0.470588,1.96878
0.470588,2.11126
0.470588,2.27016
0.470588,2.47381
0.470588,2.70751
0.470588,-2.70755
0.470588,-2.47314
0.470588,-2.27469
0.470588,-2.09614
0.470588,-1.98784
0.470588,-1.80204
0.470588,-1.56257
0.470588,-1.15941
0.470588,-3.21879e-05
0.470588,1.15998
0.470588,1.55827
0.470588,1.81878
0.470588,1.95846
0.470588,2.11885
0.470588,2.26741
0.470588,2.47418
0.470588,2.70749
0.470588,-2.70757
0.470588,-2.47267
0.470588,-2.27767
0.470588,-2.08281
0.470588,-2.00347
0.470588,-1.79544
0.470588,-1.56457
0.470588,-1.15916
0.470588,-6.09776e-05
0.470588,1.16023
0.470588,1.55641
0.470588,1.82775
0.470588,1.94543
0.470588,2.1277
0.470588,2.2638
0.470588,2.47464
0.470588,2.70746
0.470588,-2.70759
0.470588,-2.47228
0.470588,-2.27998
0.470588,-2.06727
0.470588,-2.02066
0.470588,-1.79037
0.470588,-1.56624
0.470588,-1.15895
0.470588,-8.42689e-05
0.470588,1.16044
0.470588,1.55494
0.470588,1.83624
0.470588,1.9341
0.470588,2.13462
0.470588,2.26066
0.470588,2.47501
0.470588,2.70744
0.470588,-2.7076
0.470588,-2.47214
0.470588,-2.28084
0.470588,-2.05707
0.470588,-2.03146
0.470588,-1.78849
0.470588,-1.56688
0.470588,-1.15887
0.470588,-9.31654e-05
0.470588,1.16052
0.470588,1.55439
0.470588,1.83992
0.470588,1.9294
0.470588,2.13724
0.470588,2.2594
0.470588,2.47515
0.470588,2.70743
0.529412,-2.70743
0.529412,-2.47515
0.529412,-2.2594
0.529412,-2.13724
0.529412,-1.9294
0.529412,-1.83992
0.529412,-1.55439
0.529412,-1.16052
0.529412,9.31654e-05
0.529412,1.15887
0.529412,1.56688
0.529412,1.78849
0.529412,2.03146
0.529412,2.05707
0.529412,2.28084
0.529412,2.47214
0.529412,2.7076
0.529412,-2.70752
0.529412,-2.47367
0.529412,-2.27117
0.529412,-2.10822
0.529412,-1.97276
0.529412,-1.80999
0.529412,-1.56039
0.529412,-1.15969
0.529412,1.42786e-11
0.529412,1.15969
0.529412,1.56039
0.529412,1.80999
0.529412,1.97276
0.529412,2.10822
0.529412,2.27117
0.529412,2.47367
0.529412,2.70752
0.529412,-2.7076
0.529412,-2.47214
0.529412,-2.28084
0.529412,-2.05707
0.529412,-2.03146
0.529412,-1.78849
0.529412,-1.56688
0.529412,-1.15887
0.529412,-9.31654e-05
0.529412,1.16052
0.529412,1.55439
0.529412,1.83992
0.529412,1.9294
0.529412,2.13724
0.529412,2.2594
0.529412,2.47515
0.529412,2.70743
0.588235,-2.58334
0.588235,-2.55424
0.588235,-2.4789
0.588235,-2.16194
0.588235,-1.89182
0.588235,-1.87316
0.588235,-1.70021
0.588235,-0.0766668
0.588235,0.0205178
0.588235,0.0560082
0.588235,1.7184
0.588235,1.80446
0.588235,1.95466
0.588235,2.14599
0.588235,2.50353
0.588235,2.52372
0.588235,2.59301
0.588235,-2.5891
0.588235,-2.54112
0.588235,-2.48817
0.588235,-2.15428
0.588235,-1.93271
0.588235,-1.83023
0.588235,-1.70807
0.588235,-0.0686864
0.588235,3.25666e-09
0.588235,0.0686864
0.588235,1.70807
0.588235,1.83023
0.588235,1.93271
0.588235,2.15428
0.588235,2.48817
0.588235,2.54112
0.588235,2.5891
0.588235,-2.59301
0.588235,-2.52372
0.588235,-2.50353
0.588235,-2.14599
0.588235,-1.95466
0.588235,-1.80446
0.588235,-1.7184
0.588235,-0.0560082
0.588235,-0.0205178
0.588235,0.0766668
0.588235,1.70021
0.588235,1.87316
0.588235,1.89182
0.588235,2.16194
0.588235,2.4789
0.588235,2.55424
0.588235,2.58334
0.647059,-2.65238
0.647059,-2.54178
0.647059,-2.40492
0.647059,-2.39525
0.647059,-2.21897
0.647059,-1.97314
0.647059,-0.374642
0.647059,-0.17237
0.647059,0.0487932
0.647059,0.114369
0.647059,0.383958
0.647059,1.97074
0.647059,2.23653
0.647059,2.33678
0.647059,2.46421
0.647059,2.52386
0.647059,2.6542
0.647059,-2.65331
0.647059,-2.53415
0.647059,-2.44238
0.647059,-2.35767
0.647059,-2.22694
0.647059,-1.97193
0.647059,-0.379502
0.647059,-0.149847
0.647059,-6.21669e-09
0.647059,0.149847
0.647059,0.379502
0.647059,1.97193
0.647059,2.22694
0.647059,2.35767
0.647059,2.44238
0.647059,2.53415
0.647059,2.65331
0.647059,-2.6542
0.647059,-2.52386
0.647059,-2.46421
0.647059,-2.33678
0.647059,-2.23653
0.647059,-1.97074
0.647059,-0.383958
0.647059,-0.114369
0.647059,-0.0487932
0.647059,0.17237
0.647059,0.374642
0.647059,1.97314
0.647059,2.21897
0.647059,2.39525
0.647059,2.40492
0.647059,2.54178
0.647059,2.65238
0.705882,-2.6893
0.705882,-2.68351
0.705882,-2.55611
0.705882,-2.48012
0.705882,-2.4182
0.705882,-0.744628
0.705882,-0.667664
0.705882,-0.195962
0.705882,0.046848
0.705882,0.142211
0.705882,0.707207
0.705882,0.71193
0.705882,2.43701
0.705882,2.44975
0.705882,2.57505
0.705882,2.66343
0.705882,2.70205
0.705882,-2.69806
0.705882,-2.67135
0.705882,-2.56595
0.705882,-2.46741
0.705882,-2.42449
0.705882,-0.734938
0.705882,-0.680839
0.705882,-0.174211
0.705882,1.93168e-08
0.705882,0.174211
0.705882,0.680839
0.705882,0.734938
0.705882,2.42449
0.705882,2.46741
0.705882,2.56595
0.705882,2.67135
0.705882,2.69806
0.705882,-2.70205
0.705882,-2.66343
0.705882,-2.57505
0.705882,-2.44975
0.705882,-2.43701
0.705882,-0.71193
0.705882,-0.707207
0.705882,-0.142211
0.705882,-0.046848
0.705882,0.195962
0.705882,0.667664
0.705882,0.744628
0.705882,2.4182
0.705882,2.48012
0.705882,2.55611
0.705882,2.68351
0.705882,2.6893
0.764706,-2.83855
0.764706,-2.80928
0.764706,-2.76658
0.764706,-2.73548
0.764706,-1.07751
0.764706,-0.923289
0.764706,-0.724436
0.764706,-0.613811
0.764706,0.00570701
0.764706,0.570119
0.764706,0.820153
0.764706,0.855304
0.764706,1.08779
0.764706,2.73045
0.764706,2.78812
0.764706,2.78912
0.764706,2.84218
0.764706,-2.84055
0.764706,-2.80275
0.764706,-2.77389
0.764706,-2.73269
0.764706,-1.08298
0.764706,-0.899238
0.764706,-0.765465
0.764706,-0.588561
0.764706,8.15739e-09
0.764706,0.588562
0.764706,0.765465
0.764706,0.899238
0.764706,1.08298
0.764706,2.73269
0.764706,2.77389
0.764706,2.80275
0.764706,2.84055
0.764706,-2.84218
0.764706,-2.78912
0.764706,-2.78812
0.764706,-2.73045
0.764706,-1.08779
0.764706,-0.855304
0.764706,-0.820153
0.764706,-0.570119
0.764706,-0.00570698
0.764706,0.613811
0.764706,0.724436
0.764706,0.923289
0.764706,1.07751
0.764706,2.73548
0.764706,2.76658
0.764706,2.80928
0.764706,2.83855
0.823529,-3.04775
0.823529,-3.04335
0.823529,-3.03072
0.823529,-1.48161
0.823529,-1.39275
0.823529,-1.34137
0.823529,-0.419996
0.823529,-0.396916
0.823529,0.0265657
0.823529,0.309736
0.823529,0.482556
0.823529,1.31789
0.823529,1.43451
0.823529,1.46138
0.823529,3.03339
0.823529,3.0381
0.823529,3.05033
0.823529,-3.04934
0.823529,-3.04072
0.823529,-3.03176
0.823529,-1.47425
0.823529,-1.41291
0.823529,-1.3276
0.823529,-0.462696
0.823529,-0.342967
0.823529,-4.22568e-09
0.823529,0.342967
0.823529,0.462696
0.823529,1.3276
0.823529,1.41291
0.823529,1.47425
0.823529,3.03176
0.823529,3.04072
0.823529,3.04934
0.823529,-3.05033
0.823529,-3.0381
0.823529,-3.03339
0.823529,-1.46138
0.823529,-1.43451
0.823529,-1.31789
0.823529,-0.482556
0.823529,-0.309736
0.823529,-0.0265657
0.823529,0.396916
0.823529,0.419996
0.823529,1.34137
0.823529,1.39275
0.823529,1.48161
0.823529,3.03072
0.823529,3.04335
0.823529,3.04775
0.882353,-3.32748
0.882353,-3.32748
0.882353,-2.10951
0.882353,-2.10944
0.882353,-1.14415
0.882353,-1.13996
0.882353,-0.447611
0.882353,-0.390642
0.882353,0.0370516
0.882353,0.292989
0.882353,0.512744
0.882353,1.10611
0.882353,1.17359
0.882353,2.10423
0.882353,2.1146
0.882353,3.32715
0.882353,3.32781
0.882353,-3.32771
0.882353,-3.32724
0.882353,-2.11311
0.882353,-2.10578
0.882353,-1.16477
0.882353,-1.11717
0.882353,-0.489366
0.882353,-0.33469
0.882353,1.21029e-08
0.882353,0.33469
0.882353,0.489366
0.882353,1.11717
0.882353,1.16477
0.882353,2.10578
0.882353,2.11311
0.882353,3.32724
0.882353,3.32771
0.882353,-3.32781
0.882353,-3.32715
0.882353,-2.1146
0.882353,-2.10423
0.882353,-1.17359
0.882353,-1.10611
0.882353,-0.512744
0.882353,-0.292989
0.882353,-0.0370516
0.882353,0.390642
0.882353,0.447611
0.882353,1.13996
0.882353,1.14415
0.882353,2.10944
0.882353,2.10951
0.882353,3.32748
0.882353,3.32748
0.941176,-3.64724
0.941176,-2.97444
0.941176,-2.36576
0.941176,-1.81905
0.941176,-1.33126
0.941176,-0.910482
0.941176,-0.516994
0.941176,-0.29119
0.941176,0.089019
0.941176,0.168234
0.941176,0.559919
0.941176,0.899787
0.941176,1.3332
0.941176,1.81879
0.941176,2.36578
0.941176,2.97444
0.941176,3.64724
0.941176,-3.64724
0.941176,-2.97444
0.941176,-2.36576
0.941176,-1.81904
0.941176,-1.33135
0.941176,-0.909991
0.941176,-0.519447
0.941176,-0.286751
0.941176,0.0763834
0.941176,0.179796
0.941176,0.558147
0.941176,0.90032
0.941176,1.3331
0.941176,1.81881
0.941176,2.36578
0.941176,2.97444
0.941176,3.64724
0.941176,-3.64724
0.941176,-2.97444
0.941176,-2.36576
0.941176,-1.81902
0.941176,-1.33144
0.941176,-0.909499
0.941176,-0.521841
0.941176,-0.2823
0.941176,0.065852
0.941176,0.189202
0.941176,0.556356
0.941176,0.90085
0.941176,1.33301
0.941176,1.81882
0.941176,2.36578
0.941176,2.97444
0.941176,3.64724
0.941176,-3.64724
0.941176,-2.97444
0.941176,-2.36576
0.941176,-1.819
0.941176,-1.33159
0.941176,-0.908699
0.941176,-0.5256
0.941176,-0.275048
0.941176,0.0511172
0.941176,0.201996
0.941176,0.553414
0.941176,0.901703
0.941176,1.33286
0.941176,1.81884
0.941176,2.36578
0.941176,2.97444
0.941176,3.64724
0.941176,-3.64724
0.941176,-2.97444
0.941176,-2.36576
0.941176,-1.81899
0.941176,-1.33169
0.941176,-0.908202
0.941176,-0.527858
0.941176,-0.270519
0.941176,0.0428686
0.941176,0.208961
0.941176,0.551568
0.941176,0.902228
0.941176,1.33277
0.941176,1.81885
0.941176,2.36578
0.941176,2.97444
0.941176,3.64724
0.941176,-3.64724
0.941176,-2.97444
0.941176,-2.36577
0.941176,-1.81896
0.941176,-1.33193
0.941176,-0.906891
0.941176,-0.533564
0.941176,-0.258391
0.941176,0.0229869
0.941176,0.22512
0.941176,0.546623
0.941176,0.903589
0.941176,1.33253
0.941176,1.81888
0.941176,2.36577
0.941176,2.97444
0.941176,3.64724
0.941176,-3.64724
0.941176,-2.97444
0.941176,-2.36577
0.941176,-1.81896
0.941176,-1.33189
0.941176,-0.907083
0.941176,-0.532749
0.941176,-0.260191
0.941176,0.025781
0.941176,0.222906
0.941176,0.547355
0.941176,0.903391
0.941176,1.33256
0.941176,1.81888
0.941176,2.36578
0.941176,2.97444
0.941176,3.64724
0.941176,-3.64724
0.941176,-2.97444
0.941176,-2.36577
0.941176,-1.81895
0.941176,-1.33199
0.941176,-0.90658
0.941176,-0.534871
0.941176,-0.255453
0.941176,0.0185176
0.941176,0.228621
0.941176,0.54543
0.941176,0.903908
0.941176,1.33247
0.941176,1.81889
0.941176,2.36577
0.941176,2.97444
0.941176,3.64724
0.941176,-3.64724
0.941176,-2.97444
0.941176,-2.36577
0.941176,-1.81892
0.941176,-1.33223
0.941176,-0.905251
0.941176,-0.540258
0.941176,-0.242555
0.941176,-2.63223e-09
0.941176,0.242555
0.941176,0.540258
0.941176,0.905251
0.941176,1.33223
0.941176,1.81892
0.941176,2.36577
0.941176,2.97444
0.941176,3.64724
0.941176,-3.64724
0.941176,-2.97444
0.941176,-2.36577
0.941176,-1.81888
0.941176,-1.33253
0.941176,-0.903589
0.941176,-0.546623
0.941176,-0.22512
0.941176,-0.0229869
0.941176,0.258392
0.941176,0.533564
0.941176,0.906891
0.941176,1.33193
0.941176,1.81896
0.941176,2.36577
0.941176,2.97444
0.941176,3.64724
0.941176,-3.64724
0.941176,-2.97444
0.941176,-2.36577
0.941176,-1.81893
0.941176,-1.33214
0.941176,-0.90576
0.941176,-0.538228
0.941176,-0.247579
0.941176,0.00702565
0.941176,0.237381
0.941176,0.542257
0.941176,0.90474
0.941176,1.33232
0.941176,1.81891
0.941176,2.36577
0.941176,2.97444
0.941176,3.64724
0.941176,-3.64724
0.941176,-2.97444
0.941176,-2.36577
0.941176,-1.81892
0.941176,-1.33223
0.941176,-0.905251
0.941176,-0.540258
0.941176,-0.242555
0.941176,9.06086e-09
0.941176,0.242555
0.941176,0.540258
0.941176,0.905251
0.941176,1.33223
0.941176,1.81892
0.941176,2.36577
0.941176,2.97444
0.941176,3.64724
0.941176,-3.64724
0.941176,-2.97444
0.941176,-2.36577
0.941176,-1.81889
0.941176,-1.33247
0.941176,-0.903908
0.941176,-0.54543
0.941176,-0.228621
0.941176,-0.0185176
0.941176,0.255453
0.941176,0.534871
0.941176,0.90658
0.941176,1.33199
0.941176,1.81895
0.941176,2.36577
0.941176,2.97444
0.941176,3.64724
0.941176,-3.64724
0.941176,-2.97444
0.941176,-2.36578
0.941176,-1.81885
0.941176,-1.33277
0.941176,-0.902227
0.941176,-0.551568
0.941176,-0.208961
0.941176,-0.0428686
0.941176,0.270519
0.941176,0.527858
0.941176,0.908202
0.941176,1.33169
0.941176,1.81899
0.941176,2.36576
0.941176,2.97444
0.941176,3.64724
0.941176,-3.64724
0.941176,-2.97444
0.941176,-2.36578
0.941176,-1.81882
0.941176,-1.33301
0.941176,-0.90085
0.941176,-0.556355
0.941176,-0.189202
0.941176,-0.065852
0.941176,0.2823
0.941176,0.521841
0.941176,0.909499
0.941176,1.33144
0.941176,1.81902
0.941176,2.36576
0.941176,2.97444
0.941176,3.64724
0.941176,-3.64724
0.941176,-2.97444
0.941176,-2.36577
0.941176,-1.81892
0.941176,-1.33223
0.941176,-0.905251
0.941176,-0.540258
0.941176,-0.242555
0.941176,2.89996e-08
0.941176,0.242555
0.941176,0.540258
0.941176,0.905251
0.941176,1.33223
0.941176,1.81892
0.941176,2.36577
0.941176,2.97444
0.941176,3.64724
0.941176,-3.64724
0.941176,-2.97444
0.941176,-2.36577
0.941176,-1.81891
0.941176,-1.33232
0.941176,-0.90474
0.941176,-0.542257
0.941176,-0.237381
0.941176,-0.00702561
0.941176,0.247579
0.941176,0.538228
0.941176,0.90576
0.941176,1.33214
0.941176,1.81893
0.941176,2.36577
0.941176,2.97444
0.941176,3.64724
0.941176,-3.64724
0.941176,-2.97444
0.941176,-2.36577
0.941176,-1.81888
0.941176,-1.33256
0.941176,-0.903391
0.941176,-0.547355
0.941176,-0.222906
0.941176,-0.025781
0.941176,0.260191
0.941176,0.532749
0.941176,0.907083
0.941176,1.33189
0.941176,1.81897
0.941176,2.36577
0.941176,2.97444
0.941176,3.64724
0.941176,-3.64724
0.941176,-2.97444
0.941176,-2.36578
0.941176,-1.81884
0.941176,-1.33286
0.941176,-0.901703
0.941176,-0.553414
0.941176,-0.201996
0.941176,-0.0511172
0.941176,0.275048
0.941176,0.5256
0.941176,0.908699
0.941176,1.33159
0.941176,1.819
0.941176,2.36576
0.941176,2.97444
0.941176,3.64724
0.941176,-3.64724
0.941176,-2.97444
0.941176,-2.36578
0.941176,-1.81881
0.941176,-1.3331
0.941176,-0.900319
0.941176,-0.558147
0.941176,-0.179796
0.941176,-0.0763833
0.941176,0.286751
0.941176,0.519447
0.941176,0.909991
0.941176,1.33135
0.941176,1.81904
0.941176,2.36576
0.941176,2.97444
0.941176,3.64724
0.941176,-3.64724
0.941176,-2.97444
0.941176,-2.36578
0.941176,-1.81879
0.941176,-1.3332
0.941176,-0.899787
0.941176,-0.559919
0.941176,-0.168234
0.941176,-0.0890189
0.941176,0.29119
0.941176,0.516994
0.941176,0.910482
0.941176,1.33126
0.941176,1.81905
0.941176,2.36576
0.941176,2.97444
0.941176,3.64724
0.0555556,-3.66596
0.0555556,-3.02714
0.0555556,-2.4457
0.0555556,-1.91957
0.0555556,-1.44777
0.0555556,-1.0258
0.0555556,-0.673485
0.0555556,-0.315294
0.0555556,-0.172151
0.0555556,0.172151
0.0555556,0.315294
0.0555556,0.673485
0.0555556,1.0258
0.0555556,1.44777
0.0555556,1.91957
0.0555556,2.4457
0.0555556,3.02714
0.0555556,3.66596
0.0555556,-3.66596
0.0555556,-3.02714
0.0555556,-2.4457
0.0555556,-1.91957
0.0555556,-1.44773
0.0555556,-1.02604
0.0555556,-0.672531
0.0555556,-0.32017
0.0555556,-0.165634
0.0555556,0.165634
0.0555556,0.32017
0.0555556,0.672531
0.0555556,1.02604
0.0555556,1.44773
0.0555556,1.91957
0.0555556,2.4457
0.0555556,3.02714
0.0555556,3.66596
0.0555556,-3.66596
0.0555556,-3.02714
0.0555556,-2.4457
0.0555556,-1.91958
0.0555556,-1.44769
0.0555556,-1.02627
0.0555556,-0.67157
0.0555556,-0.324739
0.0555556,-0.159352
0.0555556,0.159352
0.0555556,0.324739
0.0555556,0.67157
0.0555556,1.02627
0.0555556,1.44769
0.0555556,1.91958
0.0555556,2.4457
0.0555556,3.02714
0.0555556,3.66596
0.0555556,-3.66596
0.0555556,-3.02714
0.0555556,-2.4457
0.0555556,-1.91959
0.0555556,-1.44763
0.0555556,-1.02665
0.0555556,-0.67
0.0555556,-0.331619
0.0555556,-0.149533
0.0555556,0.149533
0.0555556,0.331619
0.0555556,0.67
0.0555556,1.02665
0.0555556,1.44763
0.0555556,1.91959
0.0555556,2.4457
0.0555556,3.02714
0.0555556,3.66596
0.0555556,-3.66596
0.0555556,-3.02714
0.0555556,-2.4457
0.0555556,-1.91959
0.0555556,-1.4476
0.0555556,-1.02688
0.0555556,-0.66902
0.0555556,-0.335614
0.0555556,-0.143607
0.0555556,0.143607
0.0555556,0.335614
0.0555556,0.66902
0.0555556,1.02688
0.0555556,1.4476
0.0555556,1.91959
0.0555556,2.4457
0.0555556,3.02714
0.0555556,3.66596
0.0555556,-3.66596
0.0555556,-3.02714
0.0555556,-2.4457
0.0555556,-1.9196
0.0555556,-1.4475
0.0555556,-1.02749
0.0555556,-0.666417
0.0555556,-0.345357
0.0555556,-0.12831
0.0555556,0.12831
0.0555556,0.345357
0.0555556,0.666417
0.0555556,1.02749
0.0555556,1.4475
0.0555556,1.9196
0.0555556,2.4457
0.0555556,3.02714
0.0555556,3.66596
0.0555556,-3.66596
0.0555556,-3.02714
0.0555556,-2.4457
0.0555556,-1.9196
0.0555556,-1.44751
0.0555556,-1.0274
0.0555556,-0.6668
0.0555556,-0.343991
0.0555556,-0.130537
0.0555556,0.130537
0.0555556,0.343991
0.0555556,0.6668
0.0555556,1.0274
0.0555556,1.44751
0.0555556,1.9196
0.0555556,2.4457
0.0555556,3.02714
0.0555556,3.66596
0.0555556,-3.66596
